ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
Asv352	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv357	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv359	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv358	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv360	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv363	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv362	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv364	Bacteria	Cyanobacteria						
Asv361	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv366	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv365	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv367	Bacteria	Actinobacteria	Actinobacteria					
Asv369	Bacteria	Cyanobacteria						
Asv370	Bacteria	Actinobacteria	Actinobacteria					
Asv371	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv372	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv373	Bacteria	Actinobacteria						
Asv368	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv374	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv375	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv376	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv378	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv379	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv380	Bacteria	Actinobacteria	Actinobacteria					
Asv382	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv381	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv377	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv383	Bacteria	Actinobacteria	Actinobacteria					
Asv384	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv385	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv387	Bacteria	Cyanobacteria						
Asv389	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv388	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv386	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv390	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv392	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv391	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv393	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv395	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv396	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv397	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv398	Bacteria	Cyanobacteria						
Asv394	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv399	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv400	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv401	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv402	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv404	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv406	Bacteria	Actinobacteria	Actinobacteria					
Asv403	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv407	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv405	Bacteria							
Asv408	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv409	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv411	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv412	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv413	Bacteria	Actinobacteria	Actinobacteria					
Asv414	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv415	Bacteria	Actinobacteria	Actinobacteria					
Asv410	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv416	Bacteria	Cyanobacteria						
Asv417	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv418	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv420	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv421	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv422	Bacteria	Actinobacteria	Actinobacteria					
Asv419	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv423	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv424	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv428	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv426	Bacteria							
Asv429	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv430	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv427	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv431	Bacteria	Actinobacteria	Actinobacteria					
Asv432	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv433	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv434	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv436	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv437	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv438	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv435	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv439	Bacteria	Actinobacteria	Actinobacteria					
Asv440	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv441	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv442	Bacteria	Cyanobacteria						
Asv445	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv446	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv444	Bacteria	Bacteroidetes	Chitinophagia	Saprospirales				
Asv443	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv448	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv447	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv449	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv451	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv452	Bacteria	Actinobacteria						
Asv453	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv454	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv455	Bacteria	Actinobacteria						
Asv456	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv450	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv457	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv458	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv459	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv462	Bacteria	Actinobacteria	Actinobacteria					
Asv463	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv460	Bacteria	Actinobacteria	Actinobacteria					
Asv461	Bacteria	Actinobacteria	Actinobacteria					
Asv464	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv465	Bacteria	Actinobacteria						
Asv467	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv469	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv468	Bacteria	Actinobacteria	Actinobacteria					
Asv470	Bacteria	Actinobacteria	Actinobacteria					
Asv471	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae			
Asv472	Bacteria	Actinobacteria	Actinobacteria					
Asv466	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv473	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv475	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv474	Bacteria	Actinobacteria	Actinobacteria					
Asv477	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv479	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv478	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv480	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv476	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv481	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv482	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv485	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv483	Bacteria	Actinobacteria	Actinobacteria					
Asv486	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv484	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae			
Asv487	Bacteria	Actinobacteria						
Asv488	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv490	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv492	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv489	Bacteria	Proteobacteria						
Asv493	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv494	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv495	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv496	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv491	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv497	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv498	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv499	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv501	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv502	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv503	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv504	Bacteria	Actinobacteria	Actinobacteria					
Asv500	Bacteria	Cyanobacteria						
Asv506	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv505	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv507	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv509	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv510	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv511	Bacteria	Cyanobacteria						
Asv508	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales				
Asv513	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv512	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv514	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv516	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv517	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv518	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv519	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv520	Bacteria	Actinobacteria	Actinobacteria					
Asv515	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv521	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv522	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv523	Bacteria	Actinobacteria						
Asv524	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv526	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv528	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv525	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv527	Bacteria	Bacteroidetes	Chitinophagia	Saprospirales				
Asv529	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv530	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv533	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv531	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales				
Asv534	Bacteria	Actinobacteria	Actinobacteria					
Asv536	Bacteria	Actinobacteria						
Asv535	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv532	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv537	Bacteria	Actinobacteria						
Asv538	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv539	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv543	Bacteria	Actinobacteria	Actinobacteria					
Asv541	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv542	Bacteria							
Asv540	Bacteria	Actinobacteria	Actinobacteria					
Asv544	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv545	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv546	Bacteria	Actinobacteria	Actinobacteria					
Asv548	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv550	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv549	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv551	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv547	Bacteria	Actinobacteria	Actinobacteria					
Asv553	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv552	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv554	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv557	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv556	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv558	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv559	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv555	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv560	Bacteria	Actinobacteria	Actinobacteria					
Asv561	Bacteria							
Asv562	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv564	Bacteria	Actinobacteria						
Asv565	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv566	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv567	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv563	Bacteria	Actinobacteria						
Asv568	Bacteria	Actinobacteria	Actinobacteria					
Asv569	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv570	Bacteria	Actinobacteria						
Asv572	Bacteria	Actinobacteria	Actinobacteria					
Asv573	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv574	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv575	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv576	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv577	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv571	Bacteria	Bacteroidetes						
Asv578	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv579	Bacteria	Actinobacteria						
Asv580	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv582	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv584	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv583	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv585	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv581	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv587	Bacteria	Actinobacteria	Actinobacteria					
Asv586	Bacteria	Actinobacteria						
Asv590	Bacteria	Cyanobacteria						
Asv588	Bacteria	Bacteroidetes	Chitinophagia	Saprospirales				
Asv591	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv592	Bacteria	Actinobacteria						
Asv593	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv594	Bacteria	Actinobacteria	Actinobacteria					
Asv595	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv596	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv597	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv589	Bacteria	Proteobacteria	Betaproteobacteria					
Asv598	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv600	Bacteria	Actinobacteria	Actinobacteria					
Asv599	Bacteria	Actinobacteria	Actinobacteria					
Asv602	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv604	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv603	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv606	Bacteria	Actinobacteria	Actinobacteria					
Asv601	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv605	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv607	Bacteria							
Asv608	Bacteria	Actinobacteria						
Asv610	Bacteria	Actinobacteria						
Asv612	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv611	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv609	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv613	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv614	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv615	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv617	Bacteria	Bacteroidetes	Chitinophagia	Saprospirales				
Asv618	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv619	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv616	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv620	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv621	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
